tweet,sentiment,lang
#NarendraModi #NarendraModiBiopic #NarendraModiJindabad #NamoAgain #NamoAgain2019 #Namo_Again #RahulGandhi… ,,id
"#कश्मीर से #कन्याकुमारी और #कामाख्या से कच्छ तक जहां भी मैं जाता हूं, सब जगह #मोदीमोदी ही सुनाई देता है। पूरे #देश… ",,hi
कांग्रेस के मैनीफॉस्टो से बीजेपी को और ज्यादा सीट देने के लिए धन्यवाद राहुल गांधी जी😂#BharatBoleModiModi… ,,hi
"पप्पू पर यकीन रखो वो गरीबी मिटाएगापेंसिल से लिखेगा ""गरीबी"" और रबर से मिटा देगा देखो मिट गई गरीबी..😂😂😂😂… ",,hi
#DeshKeLiyeModi #MaiBhiChowkidar ,,so
एक बारअपने आस पास जो भी सैनिक है उस कि राय जानकर फैसला करो कि सरकार कैसी बनाये।जय हिन्द कि सेना।#Modi4BehtarBharat… ,,hi
#ModiLaoDeshBanao #ModiHaiToMumkinHai #ModiHaiToMumkinHai ,,sw
भारतीय नववर्ष की हार्दिक शुभकामनाएं 🙏🙏#BharatMataKiJai #Nationals #ChowkidarNarendraModi ,,id
प्रधानमंत्री  के समर्थन में प्रवासी भारतीयों का फ्लैश मॉबवीडियो हुआ वायरल  ,,hi
"#PRINCESSDIYAKUMARIचलो फिर एक बार हम मोदी सरकार बनाते हैं, चलो मिलकर साथ आगे देश को बढ़ाते हैं!… ",,hi
 Fir Bhi kayar #hindu samajhta nahin hai kuch logo ke to #Congress khoon mein Basi hai#ABHIGYA abhi Samay Hai Jag jao,,id
 Bharat mata ki Jay #Namo,,tl
"लक्ष्य हमारा, मोदी दुबाराआज पुरोहितों की ढाणी में जनसम्पर्क के दौरान लोकसभा झुंझुनूं क्षेत्र से भाजपा प्रत्याशी न… ",,hi
"नव भारत की शुरुआत, भाजपा के साथ।    ",,hi
#NarendraModi #MainBhiChowkidar #ChowkidarNarendraModi #EkBaarPhirModiSarkar #harharmodighargharmodi ,,id
"#BJP ने  को #Rajsamand से उतारा, #Congress के देवकी नंदन से होगा मुकाबला",,hi
       लोकसभा टिकट मिलने पर हा… ,,mr
जालोरसिरोही लोकसभा प्रत्याशी श्री  जी की नामांकन रैली आप सभी सादर आमंत्रित है । दिनांक 08 अप्रैल 201… ,,hi
जालोरसिरोही लोकसभा प्रत्याशी श्री  जी की नामांकन रैली आप सभी सादर आमंत्रित है । दिनांक 08 अप्रैल 201… ,,hi
ज्यादा दिमाक ना गर्म कर।😤बस  इतना याद रख कीबोतेल द्वारा कमल को पानी पिलाया गया है#RLP+#BJP=#IndiaSaysNaMoAgain… ,,hi
जालोरसिरोही लोकसभा प्रत्याशी श्री  जी की नामांकन रैली आप सभी सादर आमंत्रित है । दिनांक 08 अप्रैल 201… ,,hi
Modi magic#BJP#BharatBoleModiModi#BJPSankalpPatr2019,,id
🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳देश हित में मतदान करें। 💯विजय आपकी हि होगी। 72000 के चक्कर में न आये नरेन्द्र मोदी जी से ही 1500000 व… ,,hi
#कसाब को जेल मे #कबाब मिला और करर्नल पुरोहित को #कोड़े😢इसिलिये कांग्रेस का #अंतिम_संस्कार करके हि छोड़ें..#AmitShah #AbkiBaarKiskiSarkar,,hi
Hamari Loksabha seat Nagaur se NDA ki jeet pakki h #NagaurLoksabha #ModiLaoDeshBanao #ModiHaiToMumkinHai ,,id
#IsBaarPhirModi #IndiaWantsModiAgain #MainBhiChowkidar #PhirEkBaarModiSarkar #IsBaarPhirModi #NaMoAgain… ,,id
Jai bharat jai hind jai bjp#BJP #NarendraModi #IndiaSaysNaMoAgain #NamoAgain #AmitShah #YogiAdityanath… ,,id
 कमलनाथ जी को कोई याद दिलाए कि मध्य प्रदेश मे कर्जा किसानों का माफ करना था निजी सचिवों का नहीं ।#namo again #ITRaid,,hi
 जैसे कोठे पर छापा पड़ते ही सब भागने लगते है वैसे ही कमलनाथ पर छापा पड़ते ही चमचे ट्वीटर से गायब हो गए!#namo again 💥😂😂,,hi
 जैसे कोठे पर छापा पड़ते ही सब भागने लगते है वैसे ही कमलनाथ पर छापा पड़ते ही चमचे ट्वीटर से गयाब हो गए!#namo again 💥😂😂,,hi
" 5 साल से कान तरस गए थे ""घोटाला"" शब्द सुनने को मध्यप्रदेश में कांग्रेस की सरकार बनते ही घोटाले शुरू😜… ",,hi
 अगर राजस्थान का एक भी आदमी अपने 2 लाख लोन माफ की स्लीप और 3500 का बेरोजगारी भत्ता दिखा दे तो में आज… ,,hi
"#NarendraModi sir,  मनरेगा योजना में वाटर हार्वेस्टिंग व ट्री प्लांटेशन प्रथम स्थान पर हो",,hi
பாரதப் பிரதமரே வருகபாரதத் தாயின் தலைமகனே வருக வருகஓராயிரம் திருடர்கள் எதிராக நின்று வசை‌ பாடினாலும் அதைப் பொருட்ப… ,,ta
"अब तो कांग्रेसियों को #BJP वालों से जरूर पूछना चाहिए कि इमरान खान, पाकिस्तान और मोदी के बीच का रिश्ता क्या कहलाता… ",,hi
#BJPSankalpPatr2019 #BJPManifesto #BJP Koi Batayega......     ,,tl
Jin khatoo main   72000 daalne ki baat kr rahi h... Kam se kam un khato ko khulwane ka shreya… ,,so
#bjp ne apne ummidwar bada diye h har har #modi ,,so
"#Mehbubamufti #Article370 #BJP #Kashmir #PDPमहबूबा मुफ़्ती की 370 को लेकर विवादास्पद टिप्पणी,हिन्दुस्तान वालों को… ",,hi
"आखिर राहुल ने स्वीकार कर लिया कि चोर लुटेरे कांग्रेस के दोस्त है ,,रैली ले दौरान एक छात्र: न्याय योजना का पैसा कं… ",,hi
Is baar pakka #nirahua ji #modi ji k paksh Mai jitenge. ,,sw
"ना तो माया ममता लोभी को, ना ही गौरी, गजनी, लोदी को, आतंक के घनघोर विरोधी को, जाएगा वोट हमारा मोदी को।।… ",,hi
"जब सर्जिकल स्ट्राइक का श्रेय ""सेना"" को दे रहे थे तो इनकम टैक्स रेड का श्रेय भी""आयकर विभाग""को दो 😊 मोदी को क्यूँ… ",,hi
#JaiShriRam #RamMandir #BhagwaRakshak #Hindu ,,id
#मोदी जी कि #भारत मैं क्या दुनिया मैं भीकोई बराबरी नहीं कर सकतासिर्फ़ एक को छोड़करमेरे प्यारे कुत्ते कोदोनों… ,,hi
#NAMO AGAIN ,,so
बीमार पड़ने पर आप अपनी जाति का डॉक्टर नही ढूंढते ...बल्कि सर्वश्रेष्ठ डॉक्टर ढूंढते है।।इसी प्रकार देश के लिए सर्… ,,hi
मोदीजी की असली ताकतदेश का युवा वर्ग है।वक्त है सभी युवाओं को  एक सही निर्णय लेने का।👍👍#AbkiBaarKiskiSarkar #AmitShah,,hi
लोकसभा चुनाव के लिए भाजपा ने दौसा सीट पर जसकौर मीणा में भरोसा जताया है। पढिये पूरी ख़बर 👇👇 ,,hi
राजस्थान लोकसभा चुनाव में गुर्जर समाज के मजबूत वोट बैंक को कांग्रेस पार्टी ने एक टिकट पकड़ा कर चलता कर दिया वो भी… ,,hi
 कांग्रेस घोटालेबाजो को समर्थन देती। .........और बीजेपी से गुजारिश है इन देशद्रोहियो को पाकिस्तान का वीजा… ,,hi
"लहर उठी है मिलकर के, तूफान प्रचंड बनाना है,मोदी जी को नेता चुन, सरकार अखंड बनाना है |#ChowkidarNarendraModi#AmitShah#Modi2019",,hi
😎😎#DeshKeLiyeModi #ModiHaiToMumkinHai #ModiAgain #EkBaarPhirModiSarkar #ChowkidarPhirSe ,,id
 मोदी जी  अमित  जी  देश द्रोहियो का वीजा बनवाकर पाकिस्तान बेज दो। .......कांग्रेस। .....भारत तेरे टुकड़े… ,,hi
 भारत का  नमक खाने वाले। .....पाकिस्तान का नमक मीठा बता रहे है और पप्पू के भगत बोलते है              आ… ,,hi
 भारत का  नमक खाने वाले। .....पाकिस्तान का नमक मीठा बता रहे है और पप्पू के भगत बोलते है              आ… ,,hi
 भारत का  नमक खाने वाले। .....पाकिस्तान का नमक मीठा बता रहे है और पप्पू के भगत बोलते है              आहुल… ,,hi
  #ModiHaiToMumkinHai #EkBaarPhirModiSarkar #ModiAgain   ,,id
"जब तक देश का बच्चाबच्चा चौकीदार बना रहेगा, तब तक भारत की एक इंच जमीन पर भी आंच नहीं आएगी: पीएम  ",,hi
"""इस देश में लूटने वाले बचने नहीं चाहिए और मैं वादा करता हूँ इस काम को मैं करके दिखाऊंगा"" 31 मार्च 2019 को ""मैं भी… ",,hi
कभी धोती देखा भी नही होगा #pappu मोदी जी ने आख़िर पहना ही दी धोती 😂🤣#Share #RahulGandhi #Pappu420 केसा लग रहा है… ,,hi
चुनाव आते ही राजनेताओं का असली चेहरा उनके मुखारविंद से निकले शब्दों के माध्यम से देश के सामने आ जाता है ।चुनावी हा… ,,hi
"जब बिल्ली, बन्दर,लोमड़ी,सियार,कुत्ता,गधा इकठ्ठे हो के एक घाट में पानी पीते दिखें तो समझ लो,,दूसरे घाट में शेर पा… ",,hi
"तैयारी चल रही है, तिरंगे को झुकाने को? झुकने ना देंगे, मां तेरे लाल खड़े हैं सर कटाने को।#JaiHind 🇮🇳#IndianArmy… ",,hi
picture from Uk🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳#namo again 🙏#narendramodi #bjp #instagram ,,sl
पटना साहिब से 2 बार सांसद रहे शत्रुघ्न का संसदीय रिकार्ड इतना साफ रहा की न तो संसद में सवाल पूछे और न क्षेत्र के वि… ,,hi
यूपी के अनेकों गांवों के लोग गठबन्धन खास तौर पर भुआबबुआ से इस कदर नाराज है कि उन्होंने गांवों की चारों और सरहद पर… ,,hi
 एक जमाने में बाबा साहब अंबेडकर ने कहा था कि में कांग्रेस से हाथ मिलाने के बजाए आत्महत्या करना पसंद करूँगा… ,,hi
"देश में पसंदगी की छटा चारों और है,देश में फिर से पीएम मोदी श्योर हैं...जो कसता फिर रहा मोदी पर तंज़,जनता उस पर… ",,hi
 इमरान खान ने पाक से समर्थन मांगने की कांग्रेस की बीते 5 सालों की कोशिशों पर पानी फेर कर संकेत दिए है… ,,hi
" गज्जू बन्ना हुकम प्लीज विनती है पूरी जी जान लगा दीजिए बस आपकी जीत चाहिए,दिनांक 21 अप्रैल से चुनाव तक आ… ",,hi
Aur Assam me vo jbrdsti pork khila rhe hn uss admi ko..#ModiHaiToMumkinHai ,,et
यह बेवजह नहीं है कि पहले PM #Modi के खिलाफ एक शब्द न सुनने वाली जनता अब आलोचना के कड़वे बोल बोलने लगी है !राजस्था… ,,hi
#उदयपुर #लोकसभा सीट से #भाजपा प्रत्याशी #अर्जुन_लाल_जी मीणा की #नामांकन #रैली में #कार्यकर्ताओं का जोश देखने लायक… ,,hi
गीतांजली परिवार की ओर से नवरात्री एवं हिन्दू नव संवत्सर विक्रम संवत 2076 की हार्दिक शुभकामनाएं|… ,,hi
 Agar Humare deshJo ki duniya ka sabse bada Loktantra hai ke Pradhan Mantri Mahoday agar Chokidar laga s… ,,id
"गद्दार नहीं खुद्दार चाहिये !! कमजोर नहीं दमदार चाहिये!!तुम्हें मुबारक हो वंशवादी शहज़ादे, हमें हमारा चौकीदार ही चा… ",,hi
मैं नरेंद्र मोदी जी को वोट करूँगा। #ModiLaoDeshBanao#DeshKeLiyeModi  ,,hi
   #Namo #NamoAgain2019 #jaihind,,sw
   #Namo #NamoAgain2019 #PhirEkBaarModiSarkar #jaihind,,so
  अब इस देश में न तो कांग्रेस और न ही किसी विरोधी दाल को सत्ता में आने का मौका ही नहीं दि… ,,hi
"जहाँ खिलेगा कमल, विकास होगा हर पल।#MaiBhiChowkidar #Jaipur ",,ne
"सिलीगुड़ी, बंगाल रैली : ब्रेकिंग न्यूज: गिनीज बुक ऑफ वर्ल्ड रिकॉर्ड्स में शामिल हो सकता है नाम, आज तक की सबसे बड़ी… ",,hi
"नजर लक्ष्य पर है, मंजिल की ओर चलते रहेंगे.हवाएं पुरा जोर लगा दे,चिराग यूही जलते रहेंगे !    ",,hi
"दुनिया की सबसे बड़ी और भारत की एकमात्र राष्ट्रवादी पार्टी ""भारतीय जनता पार्टी"" के स्थापना दिवस की सभी कार्यकर्ताओं… ",,hi
#namo again ,,tl
DD:भारतीय जनता पार्टी अध्यक्ष #AmitShah ने तेलंगाना के शमशाबाद में चुनावी रैली को संबोधित कियाWATCH:… ,,hi
"150+ वैज्ञानिक 👈200+ लेखक 👈100+ फिल्मकार 👈#modi सरकार के खिलाफ मतदान की अपील कर रहे हैं, बस अंधभक्त कब समझेंगे ??",,hi
यूपी में बीजेपी को जोर का झटका बुआ ओर बबुआ यूपी की सारी सीटे ले जाते हुए #ChowkidarPhirSe #ModiLaoDeshBanao… ,,hi
बड़ीसादड़ी विधानसभा क्षेत्र की जनता का अपार स्नेह और आशीर्वाद देने के लिए दिल से आभार।#ModiHaiToMumkinHai ,,hi
 भाई सुरजेवाला तो सबूत दिखा कोई पेपर दिखा सब कुछ दिखा पर एक कृपा कर दे यह तेरा मुंह मत  दिखा भाई😂😀… ,,hi
      #Kasmiri #Hindu massacre!,,et
#indiakadna#BlankTrailer#RBIPolicy#RahulTharangam#RahulGandhiWayanad#NaMo TV#Zayed#Nishad Party,,id
"ಪಾಸ್ ಪೊರ್ಟ್ ಮಾಡಿಸಲು ಮೂರ್ನಾಲ್ಕು ತಿಂಗಳು ಅಲೆಯುತ್ತಿದ್ದವರಿಗೆ,ಈಗ 15 ದಿನಗಳಲ್ಲಿ ಪಾಸ್ ಪೊರ್ಟ್ ಸೀಗುವಂತಾದ ಮೇಲೂ..ಗುಲಾಮರು ಕೇ… ",,kn
     Jaa pehle Airport pe kisanon ko maal bechne ma… ,,et
#BJP #bjplaodeshbachao ,,pt
"  जब मोदी जी देश की जनता को घर, गैस सिलेंडर, बिजली, सड़क और शौचालयों के निर्माण की योजना ला… ",,hi
"उनके लिये #रोजगार मुद्दा ही नही  क्योकि...#BJP ने संकल्प लिया है...निठल्ला बैठेगा इण्डिया , तभी तो मन की बात सुने… ",,hi
"শিলিগুড়িতে মোদীর প্রচার 'ঝড়'! বললেন দিদির নৌকা ডুবছেই, সঙ্গে নানা কথা#Siliguri… ",,bn
"#LIVE: #AmitShah addresses a public meeting at Ramlila Maidan, Uttarkashi, #Uttarakhand ",,id
भाजपा अध्यक्ष अमित शाह ने कहा है कि प्रधानमंत्री नरेंद्र मोदी के नेतृत्व वाली सरकार ने पूर्वोत्तर में शांति एवं वि… ,,hi
#Congress में शामिल होते ही #ShstrughanSinha ने प्रधानमंत्री नरेंद्र मोदी और #AmitShah पर जमकर हमला बोला। उन्होंने… ,,hi
#ChowkidarNarendraModi #Chowkidar #BJP     ,,id
#MuddeKiBaat #जुमला यह है कि मोदी जी समझते हैं कि टि्वटर पर चौकीदार लिखने से EVM मशीन की जरूरत नहीं होगी।… ,,hi
"🙋🏻‍♂😄जनाब पोलिंग बूथ से बाहर आये तो एक ने पूछा..*""डाल आये"" ?*वो बोले...""ऐसी हमारी किस्मत कहाँ..*डालते* तो ह… ",,hi
 Namumkin ab mumkin hai Kyu ki ModiHainToMumkinHai #BJPSankalpPatr2019 #PhirEkBaarModiSarkar… ,,id
देश में पहली बार किसी ने जल यातायात को बढ़ावा देने के बारे में सोचा और 5 से 111 जलमार्ग को राष्ट्रीय जलमार्ग घोषित… ,,hi
मेरी मित्रता सूची में #RLP ओर #BJP समर्थक अपने नम्बर के साथ मोदी लिखेबायतु विधानसभा,,hi
  #ModiHaiToMumkinHai #ModiLaoDeshBanao,,sw
राष्ट्रीय स्वयंसेवक संघ किसी की सुरक्षा का मोहताज नहीं  ..#ChowkidarNarendraModi #chowkidar,,hi
हम कह रहे थे यह चुनाव राष्ट्रवाद व विकासवाद पर होगा यह कांग्रेस के घोषणा पत्र ने साबित कर दियाराजद्रोह को छूट व क… ,,hi
"""#Hindu धर्म बाट #christian धर्ममा #convert हुदां #लक्ष्मी_बैंकको, अकाउन्ट #बन्द गरेर #प्रभु_बैंकको अकाउन्ट खोल्न पर्छ रे।।''",,ne
धरती पर #namo चैनेल ही अकेला ऐसा चैनल है जो कई बार और कई जगह दो दो बार फ्री में फिट है आपके सब्सक्रिप्शन में वो भी… ,,hi
#Namo Again 2019 ,,tl
  जीत ईतनी प्रचंड होनी चाहिये की कांगियो को #आयुष्यमान भारत योजना के तहत दिल के दौरा का ईलाज करवाना पडे#NAMO AGAIN,,hi
वो  रोज  पूछते  थे  मोदी  धारा  370  कब हटायेंगे  कल  कांग्रेस  ने  घोषणापत्र  में  370 नही  हटायेंगे  कहकर  चमचो… ,,hi
  अब तुम्हें कार सेवकों पर गोलियां चलाने को मौका नहीं मिल पाऐगा... इसलिए हताशा हो गए...!!!#ModiHaiToMumkinHai,,hi
Congressiyon ke paas 3 haath hain 6 ungliyan hain Lekin dimaag 1 bhi nahin hai #bjp #namoagain #firsemodisarkar… ,,tl
रोचक सनातन...!#KarniMataTemple #Rajasthan #temple #sanatan #Hindu #saarthvaha ,,id
"वंही 39 साल की भाजपा जनजन के ह्रदयमन मे वांस कर रही है ,अंतर स्पस्ट है कर्मो से भी और कर्मो की नीतियों भावों से भी😊… ",,hi
#Hindu extremist savage Terrorist ,,fr
#SankalpHamaraModiDubara #ModiLaoDeshBanao  ,,so
#CongressMuktBharat #BharatBoleModiModi#Vote4BJP#MainBhiChowkidar#DeshKeLiyeModi #ModiLaoDeshBanao… ,,id
"गया में मोदी की रैली के लिए बंद किए गए स्कूल, क्या शिक्षा पर चुनावी रैली को तरजीह दी जा रही है?#BiharWithModi… ",,hi
सुप्रीम कोर्ट पहुंचा मोदी की बायोपिक का मामला | Modi’s biopic case reached Supreme Court ,,hi
"କେନ୍ଦ୍ରୀୟ ନେତାଙ୍କ ଫୋକସରେ ଓଡ଼ିଶା ! ଆସନ୍ତା ୭ରେ ଓଡ଼ିଶା ଆସିବେ ଅମିତ ଶାହ, ପୋଲସରା ଓ ବରଗଡ ସଭାରେ ଯୋଗଦେବେ… ",,error
"अमेरिकी रिपोर्ट का दावाः भारत ने नहीं गिराया पाकिस्तान का एफ16 विमान, क्या मोदी सरकार ने वोट के लिए झूठ बोला?… ",,hi
बालाकोट एयर स्ट्राइक का मातम राहुल गांधी और पाकिस्तान ने मनाया  अमित शाह#AmitShah #RahulGandhi #India #NewsRah… ,,hi
 ನಿಮಗೂ ಕೂಡ ಯುಗಾದಿ ಹಬ್ಬದ ಶುಭಾಶಯಗಳು. ನಮ್ಮ ಪ್ರಧಾನಿ  ನಮ್ಮ ಹೆಮ್ಮೆ.  #NaMo Modindia,,kn
 तुम्हारे फादर #NarendraModi जी👍🏼👍🏼👍🏼🇮🇳🇮🇳🇮🇳🚩🚩🚩,,mr
"""ஒரே தேசம்; ஒரே இலக்கு"" என்பதே எங்கள் தாரக மந்திரம்: பிரதமர் மோடி!பாஜக தேர்தல் அறிக்கையின் அம்சங்கள்&gt;… ",,ta
 #Amitshah जी लव लेटर क़बूल हो गया ह,,hi
"2012 में चीन ने भारत का मौसम सैटेलाइट मार गिराया था,DRDO ने मनमोहन सरकार से अनुमति मांगी थी बदला लेने के लिएमना कर… ",,hi
पाकिस्तान जाने वाली सिंधु नदी के पानी का एक बड़ा हिस्सा रोक दिया गया है#मोदी है तो मुमकिन है ✌️ ✌️ ✌️ ✌️#MaiBhiChowkidar,,hi
   sanskar sikhoghe? Firoz Khan kaun kbhi unke mjaar per gye Rahul Khan kya?Modi ji ne kbh… ,,id
 Rs 1 dena hai Paytm number do. #ModiHaiToMumkinHai,,pt
चौकीदार को चौकिदारी पे गुस्सा Are...Re...Re..#MahaParivartan #ModiHaiToMumkinHai ,,id
Someone sent this : कमल नाथ je के बिकास की रफतार इतनी तेज है कि सुबह घोटाले की रकम 9 करोड थी और  शाम  होते  होते… ,,hi
 Jab tak Suraj Chand rhega Bharat ka name rhega.... #MaiBhiChowkidar,,id
नमोनमो#ModiHaiToMumkinHai #FirEkBarModiSarkar ,,id
 23 मई के बाद कभी भी पाकिस्तान भारत का हिस्सा बन जायेगा इसलिए पप्पू खान धैर्य रखे 2024 तक।#ModiHaiToMumkinHai #pappuganghi,,hi
इधर से 72 हजार डालूंगा उधर से 72 हजार करोड़ निकलेंगे।#pappuganghi #ModiHaiToMumkinHai ,,hi
" जब तक मेरे खाते में 15 लाख रुपये नही आ जाते, तब तक मोदी जी को वोट देता रहूँगा।#ModiHaiToMumkinHai #MainBhiChowkidar",,hi
 साथ में योगी जी वाली फीलिंग भी आ रही है।#ModiHaiToMumkinHai,,hi
 जोक अच्छा मार लेती हो।#ModiHaiToMumkinHai,,ne
"कल 06/04/2019 को प्रातः 10:30 बजे,  जिला कलेक्ट्रेट पर नामांकन भरने जा रहा हूँ। आप सबके आशीर्वाद की ज़रूरत है।… ",,hi
"कल मैं आपके क्षेत्र में आ रहा हूँ, आप मुझे आशीर्वाद देने जरूर पधारें। आपका अपना सी.पी.जोशी#PhirEkBaarModiSarkar… ",,hi
गुर्जर नेता कर्नल श्री किरोड़ी सिंह बैसला जी एवं उनके सुपुत्र को भाजपा परिवार में शामिल होने पर हार्दिक बधाई।… ,,hi
#आज से कमल खिलेगा पानी से #बेनिवाल साहब का #देशभक्ततो की पार्टी भाजपा के साथ आने पर दिल से बहुत #बहुत धन्यवाद।… ,,hi
#Navratri #jaimaadurga  #nainadevi  #jaimatadi #jaimaakali  #नवरात्रि #गुड़ी_पड़वा #Gudipadwa #navratrispecial… ,,et
 ji poora jor laga de rahe hain  ko #abkibaar400paar pahunchane me. Star campaigner ban chuke… ,,id
"#Elecciones en #India: por el momento, ganaría #Modi#LokSabhaelections2019 #Loksabha #Modi #IncredibleIndia… ",,es
दिमाग जब राहुल गांधी बनता है...तो जिंदगी शत्रुघन सिंहा बन जाती है.😂#ModiHaiTohMumkinHai#ModiLaoDeshBanao,,hi
#GudiPadwa #Yugadi #Ugadi Panchanga Sravanam Please visit   #HappyNewYear #Hindu #telugu… ,,id
ಸ್ವಾತಂತ್ರ್ಯ ಬಂದು 70 ವರ್ಷಗಳಾದರು ಕತ್ತಲಲ್ಲಿದ್ದ 2.54 ಕೋಟಿ ಮನೆಗಳಿಗೆವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಕಲ್ಪಿಸಿದ ಮೇಲೂ..ಗುಲಾಮರು ಕೇಳ್ತಾರೆ ಮೋ… ,,kn
 ye jo aap baar baar imran ki boli ko dohra rahein hai.. is se saaf zaahir hai ki aapki naiyya dub c… ,,so
"কংগ্রেস ইস্তেহারকে কড়া ভাষায় আক্রমণ! নিলেন না 'নামদার' নাম, বাছা বাছা শব্দে তুলনা ",,bn
लोग अपने पसंद के नेता को पीएम पद पर देखना चाहते हैं लेकिन इसी बीच कुछ सर्वे भी सामने आ रहे हैं जो आपको चौंका देंगे।… ,,hi
  भाई शपथ पत्र दे दोकल को मुकर गएतोक्या ट्वीट लेकर घूमेंगे#AbkiBaarKiskiSarkar… ,,hi
नवाबगंज में विजय संकल्प रैली में उत्तर प्रदेश मुख्यमंत्री श्री योगी आदित्यनाथ जी के साथ हुए सम्मिलित ।..… ,,hi
रणदीप  सुरजेवाला वायनाड में ये न कह दे कि... राहुल गांधी सुन्नी गोत्र के ब्राह्मण है !!😂🤣#ModiHaiToMumkinHai,,hi
#ChowkidarNarendraModi #AmitShah ,,id
#congress #BJP #AmitShah #RahulGandhi #gandhinagar ,,id
भोपाल संघ कार्यालय से सुरक्षा हटाना कांग्रेस की औछी मानसिकता का प्रमाण  ...#NarendraModi #ChowkidarNarendraModi #AmitShah,,hi
خطرناک اور خفیہ ترین اطلاع پہلے ہی پاکستان پہنچ گئی#ChowkidarNarendraModi ,,ur
દેશના ચોકીદારે દેશની સુરક્ષા માટે સેનાને અનેક સિદ્ધિઓ અપાવી છે...#PMModi #ChowkidarNarendraModi #MaiBhiChowkidar… ,,gu
"हिंदु सणांच्या वेळी घडवण्यात आलेल्या दंगली, हिंदूंना होणारी मारहाण, तसेच गोहत्या, लव्ह जिहाद, धर्मांतर, अशा अनेक सम… ",,mr
"#Mulea Kch inki bhi suno,ye hai desh ke yuva jnki zindgi brbad ki ja rhi shame on #MagadhUniversity #nitiskumar… ",,sw
#Ramayana #BhagavadGita #Navratra #Chaitra #Navratri #Goshala #gaumata #India #Hindu #Gujarati #Harrow #Temple… ,,id
Jin darwazo par #chokidar hote heWo darwaze aksar garibo k lie bandh paye jate he #Chowkidarnarendramodi… ,,id
"நடந்து வந்தாலே வெற்றியை தருபவர் அமித்ஷா; தற்போது பறந்து வந்துள்ளார், வெற்றி நிச்சயம்  தமிழிசை சவுந்தரராஜன்… ",,ta
सिगरेट छुड़वाने कासरकार का अंतिमप्रयास 🤣😂👇👇#AmitShah #ModiHaiTohMumkinHai ,,hi
"    #OmarAbduLLah : ""We were but #Vajpayee Sahib ka zamana kuch aur he th… ",,so
#vote4bjp#DeshKeLiyeModi #BJP is a FAKE #Hindu party.#ramtemple#rammandir#Sabarimala #sabarimalatemple ,,id
श्री  choudharyजी को बाड़मेरजैसलमेर लोकसभा क्षेत्र से #भाजपा प्रत्याशी बनाये जाने पर हार्दिक बधाई व… ,,hi
जिसे बदलनी है अपनी सोच बदले क्योकि हम #_PM तो बदले गे नही..believe him...👍#ModiLaoDeshBanao #ModiSpeaksToBharat… ,,hi
#Navratri #jaimaadurga  #nainadevi  #jaimatadi #jaimaakali  #नवरात्रि #गुड़ी_पड़वा #Gudipadwa #navratrispecial… ,,et
"***मोदी तो एक सेवक है ये सारे काम आपके एक वोट के कारण हुए हैं***Watch Modi's latest speeches in 3d view, go to th… ",,hi
#indianarmy #bjp #MainBhiChowkidar #ModiHaiToMumkinHai #AmitShah #AmitShahOnZee #RahulGandhi #RahulForBehtarBharat… ,,id
Yeh Memes walon ko Salam!! 🤣🤣😂😂🙏❤️#RahulGandhi #Narendramodi #2019election,,id
" Mere #Namo ki body language to santon wali hai ekdum, mazal hai kisi par bhi ungli uthai ho. Unglimal Saheb 😂🤣",,sw
 ఎవరు చెయ్యని మొసం చేశారు నమ్మించి గొంతు కొయ్యడం అంటే ఎలాగా అంటే బహుశా ఇలాగె నరేంద్ర మోడీ గారు చేసినట్టు ఉంటది… ,,te
#लोकसभा_चुनाव को लेकर भारतीय जनता पार्टी ने सोमवार को घोषणा पत्र जारी किया.  पार्टी ने इसे 'संकल्प पत्र' का नाम दि… ,,hi
  #Namo again,,tl
सामान्य वर्ग के गरीबों को 10% आरक्षण देकर प्रधानमंत्री श्री नरेंद्र मोदी जी ने दिया सभी को समानता का अधिकार।… ,,hi
कांग्रेस इसलिए देशद्रोह का कानून हटा रही है क्योंकि आधे से ज्यादा तो कांग्रेस पार्टी के लोग ही देशद्रोह के केस में फसे हुए#MaiBhiChowkidar,,hi
#EkHiChowkidarChorHai #ChowkidarNarendraModi #Chowkidars #PriyankaGandhiVadra #PriyankaGandhi #IndianAirForce… ,,so
#PMO #ModiHaiTohMumkinHai #ChowkidarNarendraModi #AkhileshYadav akhir hmare desh me kb tak yh chlega ki degree beka… ,,id
"Pyare Padhan Sevak ji, Hmare desh m har jgah vikas phuch rha h to en #Uttrakhand k logo ko b vo milna chaiye .… ",,sv
"🇮🇳🇮🇳 भारत के लिए विकास को जन आंदोलन बनाना है : PM नरेंद्र मोदी 🇮🇳🇮🇳Watch Modi's latest speeches in 3d view, go to… ",,hi
#NarendraModi #ChowkidarNarendraModi  #piyushgoyal #rrb #NDTV Sir aap sab so gaye kya jo kitne sare students 3 di… ,,et
"15 वर्षों बाद, हमारे लोकप्रिय दक्षिणी दिल्ली सांसद *श्री रमेश बिधूड़ी जी* के अथक प्रयासों से नांगल देवत में सड़क,… ",,hi
"டிவி சேனல்களை குறி வைக்கும் பா.ஜ., #B.J.P #BJP #BharatiyaJanataParty   ",,ta
